Item,Date,Location,Robot,Miles Traveled during day,Robot Time On During Day,Robot Time In Motion During Day
114129,4/29/2026,sierra-gold,8431,3.8,7:22,1:32
114130,4/29/2026,sierra-gold,8432,3.8,7:22,1:29
114131,4/29/2026,sierra-gold,8433,3.7,7:22,1:20
114123,4/29/2026,sierra-gold,8472,1.2,7:39,0:28
114124,4/29/2026,sierra-gold,8475,1.5,7:38,0:34
114125,4/29/2026,sierra-gold,8480,1.6,7:37,0:41
114189,4/29/2026,sierra-gold,8632,0.9,7:03,0:26
113960,4/28/2026,sierra-gold,8431,4.9,7:58,1:51
113961,4/28/2026,sierra-gold,8432,5.8,8:17,2:13
113962,4/28/2026,sierra-gold,8433,5.4,8:01,1:52
113954,4/28/2026,sierra-gold,8472,4.4,8:31,1:49
113955,4/28/2026,sierra-gold,8475,5.6,8:38,2:11
113956,4/28/2026,sierra-gold,8480,4.6,8:37,1:57
114025,4/28/2026,sierra-gold,8631,1.1,8:21,0:30
114045,4/28/2026,sierra-gold,8633,0.1,0:12,0:03
113783,4/27/2026,sierra-gold,8431,5.3,8:33,2:01
113784,4/27/2026,sierra-gold,8432,5.8,8:22,2:08
113785,4/27/2026,sierra-gold,8433,5.6,8:06,1:57
113781,4/27/2026,sierra-gold,8472,6.8,9:22,2:56
113782,4/27/2026,sierra-gold,8475,8.4,9:17,3:34
113780,4/27/2026,sierra-gold,8480,6.8,9:20,2:55
113786,4/27/2026,sierra-gold,8631,0.5,8:19,0:15
113792,4/27/2026,sierra-gold,8632,0.2,6:03,0:04
113793,4/27/2026,sierra-gold,8633,0.3,6:03,0:09
113424,4/24/2026,sierra-gold,8431,3.7,12:12,1:24
113425,4/24/2026,sierra-gold,8432,5.4,14:38,2:04
113426,4/24/2026,sierra-gold,8433,5.6,14:45,1:56
113427,4/24/2026,sierra-gold,8472,5.2,14:55,2:09
113428,4/24/2026,sierra-gold,8475,8.1,14:55,3:10
113429,4/24/2026,sierra-gold,8480,5.6,14:55,2:20
113418,4/24/2026,sierra-gold,8631,0.1,10:10,0:04
113419,4/24/2026,sierra-gold,8632,1.5,11:01,0:35
113420,4/24/2026,sierra-gold,8633,0.1,8:55,0:03
113325,4/23/2026,sierra-gold,8431,4.7,17:22,1:52
113326,4/23/2026,sierra-gold,8432,4.5,17:22,1:41
113327,4/23/2026,sierra-gold,8433,4.8,17:22,1:44
113322,4/23/2026,sierra-gold,8472,5.6,17:33,2:25
113323,4/23/2026,sierra-gold,8475,7.1,17:37,2:45
113324,4/23/2026,sierra-gold,8480,6.0,17:37,2:25
113359,4/23/2026,sierra-gold,8631,0.5,13:28,0:12
113360,4/23/2026,sierra-gold,8632,0.4,13:51,0:10
113361,4/23/2026,sierra-gold,8633,1.0,13:53,0:29
113149,4/22/2026,sierra-gold,8431,3.7,8:10,1:49
113150,4/22/2026,sierra-gold,8432,4.4,8:27,2:01
113151,4/22/2026,sierra-gold,8433,4.2,8:20,1:51
113141,4/22/2026,sierra-gold,8472,5.1,8:34,2:22
113142,4/22/2026,sierra-gold,8475,5.9,8:37,2:27
113143,4/22/2026,sierra-gold,8480,4.5,8:36,1:58
112914,4/21/2026,sierra-gold,8431,4.3,14:43,2:04
112915,4/21/2026,sierra-gold,8432,4.0,14:40,1:52
112916,4/21/2026,sierra-gold,8433,4.0,14:54,1:44
112917,4/21/2026,sierra-gold,8472,4.4,14:53,1:57
112918,4/21/2026,sierra-gold,8475,5.6,14:52,2:36
112919,4/21/2026,sierra-gold,8480,4.8,14:54,2:02
112813,4/20/2026,sierra-gold,8431,4.4,17:06,2:08
112814,4/20/2026,sierra-gold,8432,4.9,17:16,2:15
112815,4/20/2026,sierra-gold,8433,4.9,17:05,2:06
112808,4/20/2026,sierra-gold,8472,5.6,17:32,2:13
112809,4/20/2026,sierra-gold,8475,6.0,17:32,2:09
112810,4/20/2026,sierra-gold,8480,5.6,17:25,2:16
112572,4/17/2026,sierra-gold,8431,4.7,8:10,2:05
112573,4/17/2026,sierra-gold,8432,4.6,7:52,2:02
112574,4/17/2026,sierra-gold,8433,4.6,8:20,1:57
112557,4/17/2026,sierra-gold,8472,6.0,8:33,2:26
112558,4/17/2026,sierra-gold,8475,6.8,8:30,2:38
112559,4/17/2026,sierra-gold,8480,5.4,8:36,2:09
112401,4/16/2026,sierra-gold,8431,5.4,8:22,2:28
112402,4/16/2026,sierra-gold,8432,5.2,8:11,2:21
112403,4/16/2026,sierra-gold,8433,4.7,8:14,2:01
112390,4/16/2026,sierra-gold,8472,7.3,8:34,2:45
112391,4/16/2026,sierra-gold,8475,9.5,8:40,3:22
112389,4/16/2026,sierra-gold,8480,7.5,8:39,2:37
112240,4/15/2026,sierra-gold,8431,5.3,8:23,2:28
112241,4/15/2026,sierra-gold,8432,5.6,8:19,2:33
112242,4/15/2026,sierra-gold,8433,4.7,8:06,2:12
112203,4/15/2026,sierra-gold,8472,5.7,8:38,2:12
112204,4/15/2026,sierra-gold,8475,5.8,8:32,2:02
112205,4/15/2026,sierra-gold,8480,5.8,8:46,2:01
112032,4/14/2026,sierra-gold,8431,5.8,8:29,2:29
112033,4/14/2026,sierra-gold,8432,5.2,8:24,2:15
112034,4/14/2026,sierra-gold,8433,4.7,8:13,2:00
112009,4/14/2026,sierra-gold,8472,6.8,8:35,2:37
112010,4/14/2026,sierra-gold,8475,8.9,8:34,3:03
112011,4/14/2026,sierra-gold,8480,6.9,8:36,2:25
111839,4/13/2026,sierra-gold,8431,6.2,8:31,2:52
111840,4/13/2026,sierra-gold,8432,6.0,8:22,2:45
111841,4/13/2026,sierra-gold,8433,5.2,8:21,2:24
111817,4/13/2026,sierra-gold,8472,4.4,8:33,1:48
111818,4/13/2026,sierra-gold,8475,4.9,8:33,1:57
111819,4/13/2026,sierra-gold,8480,3.9,8:32,1:34
111556,4/10/2026,sierra-gold,8431,6.4,8:21,3:00
111557,4/10/2026,sierra-gold,8432,6.5,8:10,3:02
111558,4/10/2026,sierra-gold,8433,6.7,8:11,3:00
111543,4/10/2026,sierra-gold,8472,5.4,8:29,2:14
111544,4/10/2026,sierra-gold,8475,6.6,8:38,2:19
111545,4/10/2026,sierra-gold,8480,5.8,8:34,2:12
111367,4/9/2026,sierra-gold,8431,6.6,8:33,3:08
111368,4/9/2026,sierra-gold,8432,6.3,8:33,3:01
111369,4/9/2026,sierra-gold,8433,6.2,8:14,2:40
111348,4/9/2026,sierra-gold,8472,4.2,8:38,1:54
111349,4/9/2026,sierra-gold,8475,5.1,8:38,1:52
111350,4/9/2026,sierra-gold,8480,5.3,8:38,2:03
111176,4/8/2026,sierra-gold,8431,4.9,8:39,2:50
111177,4/8/2026,sierra-gold,8432,4.8,8:11,2:34
111178,4/8/2026,sierra-gold,8433,4.8,8:38,2:43
111179,4/8/2026,sierra-gold,8472,2.0,8:30,1:26
111180,4/8/2026,sierra-gold,8475,2.4,8:31,1:25
111184,4/8/2026,sierra-gold,8480,1.8,8:31,1:12
110981,4/7/2026,sierra-gold,8431,5.9,8:38,2:53
111003,4/7/2026,sierra-gold,8432,5.8,8:08,2:48
111004,4/7/2026,sierra-gold,8433,5.4,7:51,2:23
110982,4/7/2026,sierra-gold,8472,3.6,8:39,1:53
110983,4/7/2026,sierra-gold,8475,4.1,8:39,1:57
110984,4/7/2026,sierra-gold,8480,3.5,8:38,1:43
110845,4/6/2026,sierra-gold,8431,5.8,8:43,2:43
110846,4/6/2026,sierra-gold,8432,5.9,8:22,2:44
110847,4/6/2026,sierra-gold,8433,6.6,8:37,2:50
110828,4/6/2026,sierra-gold,8472,2.3,8:33,1:03
110829,4/6/2026,sierra-gold,8475,2.6,8:39,1:07
110833,4/6/2026,sierra-gold,8480,2.4,8:32,1:03
110621,4/3/2026,sierra-gold,8431,5.0,7:53,2:23
110622,4/3/2026,sierra-gold,8432,5.8,8:03,2:40
110623,4/3/2026,sierra-gold,8433,6.0,8:09,2:39
110606,4/3/2026,sierra-gold,8472,4.7,8:29,2:13
110607,4/3/2026,sierra-gold,8475,5.8,8:34,2:19
110610,4/3/2026,sierra-gold,8480,4.5,8:33,1:52
110559,4/3/2026,sierra-gold,8631,0.2,1:14,0:06
110493,4/2/2026,sierra-gold,8431,4.9,8:23,2:29
110494,4/2/2026,sierra-gold,8432,4.4,7:52,2:07
110495,4/2/2026,sierra-gold,8433,4.1,8:12,1:51
110477,4/2/2026,sierra-gold,8472,3.3,8:27,1:40
110478,4/2/2026,sierra-gold,8475,3.7,8:16,1:37
110482,4/2/2026,sierra-gold,8480,2.9,8:31,1:21
110489,4/2/2026,sierra-gold,8631,7.8,5:25,2:08
110503,4/2/2026,sierra-gold,8632,8.0,4:39,2:15
110444,4/2/2026,sierra-gold,8633,5.8,6:13,1:40
110332,4/1/2026,sierra-gold,8431,4.3,8:11,2:09
110333,4/1/2026,sierra-gold,8432,4.8,8:07,2:24
110334,4/1/2026,sierra-gold,8433,4.9,8:21,2:09
110313,4/1/2026,sierra-gold,8472,4.5,8:08,1:45
110314,4/1/2026,sierra-gold,8475,4.9,8:09,1:47
110315,4/1/2026,sierra-gold,8480,3.8,8:30,1:27
110354,4/1/2026,sierra-gold,8631,0.0,3:00,0:00
110355,4/1/2026,sierra-gold,8632,0.0,3:00,0:00
110356,4/1/2026,sierra-gold,8633,0.0,3:02,0:00
110166,3/31/2026,sierra-gold,8431,5.9,8:30,2:53
110167,3/31/2026,sierra-gold,8432,5.6,8:22,2:46
110168,3/31/2026,sierra-gold,8433,5.2,8:12,2:28
110205,3/31/2026,sierra-gold,8472,1.9,3:05,0:51
110206,3/31/2026,sierra-gold,8475,2.2,3:07,0:49
110207,3/31/2026,sierra-gold,8480,1.9,3:05,0:44
109991,3/30/2026,sierra-gold,8431,5.1,8:09,2:29
109992,3/30/2026,sierra-gold,8432,5.0,8:21,2:27
109993,3/30/2026,sierra-gold,8433,4.5,8:04,1:58
109976,3/30/2026,sierra-gold,8472,3.9,8:23,1:45
109977,3/30/2026,sierra-gold,8475,4.3,8:23,1:43
109981,3/30/2026,sierra-gold,8480,3.6,8:23,1:32
109718,3/27/2026,sierra-gold,8431,5.5,8:07,2:51
109719,3/27/2026,sierra-gold,8432,5.6,8:25,2:52
109720,3/27/2026,sierra-gold,8433,5.7,8:27,2:27
109714,3/27/2026,sierra-gold,8472,4.5,8:21,2:20
109715,3/27/2026,sierra-gold,8475,5.9,8:34,2:28
109716,3/27/2026,sierra-gold,8480,4.8,8:23,2:20
109576,3/26/2026,sierra-gold,8431,5.9,8:21,3:00
109577,3/26/2026,sierra-gold,8432,5.7,8:09,2:50
109611,3/26/2026,sierra-gold,8433,0.0,0:10,0:01
109581,3/26/2026,sierra-gold,8472,1.5,8:12,0:47
109582,3/26/2026,sierra-gold,8475,2.3,8:11,1:01
109578,3/26/2026,sierra-gold,8480,6.1,8:12,2:31
109388,3/25/2026,sierra-gold,8431,6.0,8:04,3:02
109396,3/25/2026,sierra-gold,8432,6.7,8:21,3:21
109389,3/25/2026,sierra-gold,8472,1.2,7:53,0:40
109385,3/25/2026,sierra-gold,8475,2.3,7:52,1:02
109395,3/25/2026,sierra-gold,8480,6.4,8:19,2:38
109241,3/24/2026,sierra-gold,8431,5.9,8:20,2:39
109242,3/24/2026,sierra-gold,8432,5.2,8:02,2:40
109244,3/24/2026,sierra-gold,8472,1.4,7:50,0:47
109245,3/24/2026,sierra-gold,8475,1.5,7:44,0:43
109246,3/24/2026,sierra-gold,8480,5.7,8:11,2:23
109106,3/23/2026,sierra-gold,8431,4.9,8:10,2:28
109107,3/23/2026,sierra-gold,8432,5.0,8:13,2:26
109119,3/23/2026,sierra-gold,8433,1.8,4:16,0:49
109108,3/23/2026,sierra-gold,8472,1.8,8:17,0:56
109109,3/23/2026,sierra-gold,8475,1.6,7:38,0:44
109111,3/23/2026,sierra-gold,8480,5.5,8:05,2:15
108859,3/20/2026,sierra-gold,8431,4.6,8:14,2:07
108860,3/20/2026,sierra-gold,8432,4.6,8:13,2:04
108861,3/20/2026,sierra-gold,8472,1.0,7:39,0:31
108862,3/20/2026,sierra-gold,8475,2.0,8:14,0:57
108866,3/20/2026,sierra-gold,8480,4.0,7:56,1:44
108728,3/19/2026,sierra-gold,8431,5.0,7:50,2:15
108729,3/19/2026,sierra-gold,8432,5.7,8:21,2:32
108730,3/19/2026,sierra-gold,8472,1.4,8:16,0:44
108731,3/19/2026,sierra-gold,8475,2.6,8:09,1:11
108732,3/19/2026,sierra-gold,8480,5.7,8:21,2:25
108595,3/18/2026,sierra-gold,8431,3.7,7:41,1:32
108596,3/18/2026,sierra-gold,8432,3.8,7:45,1:37
108597,3/18/2026,sierra-gold,8472,1.8,7:24,0:54
108598,3/18/2026,sierra-gold,8475,2.5,8:06,1:08
108599,3/18/2026,sierra-gold,8480,3.9,7:20,1:33
108479,3/17/2026,sierra-gold,8431,4.7,8:06,1:59
108480,3/17/2026,sierra-gold,8432,4.7,8:21,1:58
108481,3/17/2026,sierra-gold,8472,1.4,8:23,0:44
108482,3/17/2026,sierra-gold,8475,2.2,8:23,1:01
108483,3/17/2026,sierra-gold,8480,4.7,8:10,1:51
108366,3/16/2026,sierra-gold,8431,4.8,8:17,2:00
108367,3/16/2026,sierra-gold,8432,3.8,8:11,1:37
108368,3/16/2026,sierra-gold,8472,1.5,8:13,0:47
108369,3/16/2026,sierra-gold,8475,2.2,8:22,0:57
108370,3/16/2026,sierra-gold,8480,4.3,8:01,1:43
108169,3/13/2026,sierra-gold,8431,5.7,8:07,2:23
108170,3/13/2026,sierra-gold,8432,5.6,8:21,2:20
108171,3/13/2026,sierra-gold,8472,2.0,7:45,0:59
108172,3/13/2026,sierra-gold,8475,3.1,8:22,1:18
108173,3/13/2026,sierra-gold,8480,5.3,7:57,2:07
108024,3/12/2026,sierra-gold,8431,4.5,8:11,1:59
108025,3/12/2026,sierra-gold,8432,4.5,8:22,1:54
108026,3/12/2026,sierra-gold,8472,2.7,8:19,1:11
108027,3/12/2026,sierra-gold,8475,2.0,8:23,0:49
108028,3/12/2026,sierra-gold,8480,4.5,8:18,1:50
107893,3/11/2026,sierra-gold,8431,4.3,8:06,1:50
107894,3/11/2026,sierra-gold,8432,4.3,8:09,1:49
107895,3/11/2026,sierra-gold,8472,1.6,8:04,0:46
107896,3/11/2026,sierra-gold,8475,1.8,7:51,0:48
107897,3/11/2026,sierra-gold,8480,4.1,8:21,1:42
107778,3/10/2026,sierra-gold,8431,5.4,8:22,2:13
107779,3/10/2026,sierra-gold,8432,4.9,8:09,1:59
107787,3/10/2026,sierra-gold,8433,0.0,0:49,0:00
107780,3/10/2026,sierra-gold,8472,2.0,8:15,0:57
107781,3/10/2026,sierra-gold,8475,2.0,7:33,0:53
107782,3/10/2026,sierra-gold,8480,4.7,8:02,1:53
107657,3/9/2026,sierra-gold,8431,4.8,8:21,2:01
107658,3/9/2026,sierra-gold,8432,4.9,8:17,2:02
107694,3/9/2026,sierra-gold,8433,0.7,1:05,0:20
107659,3/9/2026,sierra-gold,8472,2.2,8:12,0:58
107660,3/9/2026,sierra-gold,8475,1.3,8:21,0:32
107661,3/9/2026,sierra-gold,8480,4.3,8:21,1:43
107447,3/6/2026,sierra-gold,8431,5.0,7:45,2:07
107448,3/6/2026,sierra-gold,8432,4.5,7:42,1:53
107449,3/6/2026,sierra-gold,8433,5.0,8:40,2:10
107451,3/6/2026,sierra-gold,8472,2.1,7:44,1:02
107452,3/6/2026,sierra-gold,8475,1.9,7:53,0:51
107472,3/6/2026,sierra-gold,8480,2.7,4:46,1:04
107319,3/5/2026,sierra-gold,8431,7.5,8:29,3:13
107320,3/5/2026,sierra-gold,8432,6.9,8:15,2:57
107321,3/5/2026,sierra-gold,8433,6.8,8:06,2:57
107322,3/5/2026,sierra-gold,8472,2.0,8:16,1:03
107323,3/5/2026,sierra-gold,8475,2.4,8:22,1:03
107174,3/4/2026,sierra-gold,8431,7.6,8:01,3:17
107175,3/4/2026,sierra-gold,8432,7.8,8:04,3:18
107176,3/4/2026,sierra-gold,8433,6.8,7:54,2:57
107207,3/4/2026,sierra-gold,8472,1.4,6:35,0:55
107177,3/4/2026,sierra-gold,8475,2.0,8:04,0:59
107178,3/4/2026,sierra-gold,8480,0.1,1:31,0:05
107020,3/3/2026,sierra-gold,8431,6.0,8:29,2:38
107021,3/3/2026,sierra-gold,8432,6.0,8:30,2:39
107015,3/3/2026,sierra-gold,8433,5.6,8:10,2:30
107005,3/3/2026,sierra-gold,8472,1.7,8:46,0:56
107006,3/3/2026,sierra-gold,8475,1.9,8:47,0:54
106911,3/2/2026,sierra-gold,8431,6.3,8:29,2:47
106912,3/2/2026,sierra-gold,8432,6.0,8:12,2:38
106913,3/2/2026,sierra-gold,8433,5.7,8:02,2:51
106906,3/2/2026,sierra-gold,8472,1.6,8:17,0:58
106907,3/2/2026,sierra-gold,8475,2.1,8:16,1:02
106738,2/27/2026,sierra-gold,8431,1.8,7:56,0:58
106739,2/27/2026,sierra-gold,8433,1.2,8:04,0:40
106733,2/27/2026,sierra-gold,8472,1.1,8:03,0:28
106734,2/27/2026,sierra-gold,8475,0.8,8:03,0:17
106735,2/27/2026,sierra-gold,8480,1.3,8:02,0:30
106643,2/26/2026,sierra-gold,8431,1.1,8:01,0:37
106644,2/26/2026,sierra-gold,8432,0.1,1:16,0:04
106645,2/26/2026,sierra-gold,8433,1.3,7:50,0:44
106632,2/26/2026,sierra-gold,8472,5.5,8:35,2:52
106633,2/26/2026,sierra-gold,8475,7.3,8:39,2:39
106634,2/26/2026,sierra-gold,8480,8.0,8:45,3:21
106568,2/25/2026,sierra-gold,8431,0.9,5:57,0:28
106575,2/25/2026,sierra-gold,8432,0.9,3:08,0:24
106569,2/25/2026,sierra-gold,8433,3.4,6:22,1:45
106539,2/25/2026,sierra-gold,8472,1.6,8:08,0:50
106540,2/25/2026,sierra-gold,8475,5.1,8:08,1:51
106541,2/25/2026,sierra-gold,8480,4.7,8:26,1:57
106434,2/24/2026,sierra-gold,8472,4.9,8:33,2:48
106435,2/24/2026,sierra-gold,8475,6.9,8:33,2:33
106436,2/24/2026,sierra-gold,8480,5.2,8:29,2:08
106325,2/23/2026,sierra-gold,8472,3.8,8:22,2:00
106326,2/23/2026,sierra-gold,8475,7.0,8:32,2:26
106327,2/23/2026,sierra-gold,8480,6.2,8:33,2:27
106108,2/20/2026,sierra-gold,8431,5.6,7:48,2:30
106109,2/20/2026,sierra-gold,8432,6.3,8:04,2:44
106110,2/20/2026,sierra-gold,8433,5.6,8:17,2:32
106112,2/20/2026,sierra-gold,8472,7.4,8:06,2:58
106113,2/20/2026,sierra-gold,8475,11.6,8:05,4:01
106114,2/20/2026,sierra-gold,8480,8.5,8:05,3:02
105993,2/19/2026,sierra-gold,8431,3.6,7:53,1:38
105995,2/19/2026,sierra-gold,8432,5.0,7:55,2:11
105996,2/19/2026,sierra-gold,8433,3.8,7:39,1:42
105978,2/19/2026,sierra-gold,8472,2.8,8:33,1:22
105976,2/19/2026,sierra-gold,8475,3.2,8:41,1:19
105977,2/19/2026,sierra-gold,8480,2.4,8:29,1:02
105880,2/18/2026,sierra-gold,8431,4.3,8:06,1:59
105881,2/18/2026,sierra-gold,8432,3.8,8:07,1:41
105882,2/18/2026,sierra-gold,8433,4.5,8:14,2:03
105870,2/18/2026,sierra-gold,8472,4.3,8:29,2:20
105871,2/18/2026,sierra-gold,8475,6.1,8:30,2:18
105872,2/18/2026,sierra-gold,8480,5.6,8:34,2:26
105738,2/17/2026,sierra-gold,8431,3.9,8:23,1:44
105734,2/17/2026,sierra-gold,8432,3.1,8:23,1:23
105740,2/17/2026,sierra-gold,8433,3.2,8:20,1:30
105737,2/17/2026,sierra-gold,8472,1.3,7:37,0:37
105741,2/17/2026,sierra-gold,8475,1.2,8:25,0:32
105736,2/17/2026,sierra-gold,8480,1.0,8:14,0:31
105633,2/16/2026,sierra-gold,8431,1.9,7:33,0:54
105630,2/16/2026,sierra-gold,8432,2.6,7:17,1:05
105632,2/16/2026,sierra-gold,8433,1.7,7:22,0:48
105631,2/16/2026,sierra-gold,8472,2.9,8:18,1:19
105628,2/16/2026,sierra-gold,8475,2.2,7:48,1:06
105629,2/16/2026,sierra-gold,8480,2.3,7:48,1:02
105493,2/13/2026,sierra-gold,8431,5.1,8:22,2:27
105491,2/13/2026,sierra-gold,8432,5.0,8:23,2:16
105492,2/13/2026,sierra-gold,8433,4.5,8:16,2:06
105496,2/13/2026,sierra-gold,8472,5.9,7:37,2:14
105494,2/13/2026,sierra-gold,8475,7.4,7:22,2:58
105500,2/13/2026,sierra-gold,8480,5.2,7:21,1:52
105427,2/12/2026,sierra-gold,8431,0.9,6:55,0:33
105328,2/11/2026,sierra-gold,8431,0.7,3:11,0:20
105310,2/11/2026,sierra-gold,8432,3.8,5:14,1:39
105312,2/11/2026,sierra-gold,8433,3.7,5:35,1:40
105311,2/11/2026,sierra-gold,8472,3.0,5:03,0:59
105212,2/10/2026,sierra-gold,8431,3.1,8:07,1:31
105208,2/10/2026,sierra-gold,8432,6.4,8:22,2:38
105211,2/10/2026,sierra-gold,8433,5.6,8:11,2:23
105253,2/10/2026,sierra-gold,8472,1.2,8:23,0:25
105201,2/10/2026,sierra-gold,8475,3.2,8:41,1:12
105202,2/10/2026,sierra-gold,8480,2.6,8:41,1:02
105111,2/9/2026,sierra-gold,8431,0.8,4:01,0:22
105107,2/9/2026,sierra-gold,8432,4.8,7:25,1:59
105108,2/9/2026,sierra-gold,8433,4.9,7:19,2:04
105121,2/9/2026,sierra-gold,8472,2.4,4:48,0:43
105110,2/9/2026,sierra-gold,8475,0.3,4:03,0:08
105112,2/9/2026,sierra-gold,8480,0.0,4:03,0:00
104958,2/6/2026,sierra-gold,8432,1.4,2:51,0:42
104959,2/6/2026,sierra-gold,8433,1.2,2:49,0:38
104945,2/6/2026,sierra-gold,8472,1.1,5:42,0:30
104937,2/6/2026,sierra-gold,8475,0.0,8:10,0:00
104943,2/6/2026,sierra-gold,8480,0.0,8:10,0:00
104866,2/5/2026,sierra-gold,8431,2.8,4:53,1:25
104864,2/5/2026,sierra-gold,8432,2.0,6:24,0:59
104865,2/5/2026,sierra-gold,8433,2.0,6:16,1:01
104867,2/5/2026,sierra-gold,8475,5.0,6:22,2:08
104868,2/5/2026,sierra-gold,8480,4.1,6:23,2:02
