Item,Date,Location,Robot,Miles Traveled during day,Robot Time On During Day,Robot Time In Motion During Day
104755,2/4/2026,sierra-gold,8431,2.1,3:16,0:58
104753,2/4/2026,sierra-gold,8432,3.8,8:23,1:35
104754,2/4/2026,sierra-gold,8433,3.8,8:28,1:39
104695,2/4/2026,sierra-gold,8472,0.4,12:49,0:12
104752,2/4/2026,sierra-gold,8475,6.3,8:27,2:50
104758,2/4/2026,sierra-gold,8480,6.2,8:29,2:51
104642,2/3/2026,sierra-gold,8431,4.2,8:36,1:59
104639,2/3/2026,sierra-gold,8432,6.8,8:36,2:48
104641,2/3/2026,sierra-gold,8433,6.8,8:47,2:52
104681,2/3/2026,sierra-gold,8472,0.1,2:39,0:04
104644,2/3/2026,sierra-gold,8475,4.4,8:34,1:54
104645,2/3/2026,sierra-gold,8480,4.1,8:34,1:50
104529,2/2/2026,sierra-gold,8431,2.8,8:38,1:21
104531,2/2/2026,sierra-gold,8432,7.1,8:22,3:00
104532,2/2/2026,sierra-gold,8433,7.0,8:35,2:59
104528,2/2/2026,sierra-gold,8475,2.8,8:38,1:02
104530,2/2/2026,sierra-gold,8480,3.2,8:38,1:21
104336,1/30/2026,sierra-gold,8431,1.6,4:07,0:46
104338,1/30/2026,sierra-gold,8432,4.2,3:46,1:50
104339,1/30/2026,sierra-gold,8433,4.5,3:37,1:56
104335,1/30/2026,sierra-gold,8475,1.2,4:34,0:28
104337,1/30/2026,sierra-gold,8480,1.7,4:38,0:42
104223,1/29/2026,sierra-gold,8431,2.3,5:46,1:08
104226,1/29/2026,sierra-gold,8432,6.2,6:52,3:09
104227,1/29/2026,sierra-gold,8433,7.0,6:52,3:13
104222,1/29/2026,sierra-gold,8475,4.0,7:07,1:27
104224,1/29/2026,sierra-gold,8480,3.4,7:07,1:26
104100,1/28/2026,sierra-gold,8431,4.3,8:35,2:01
104102,1/28/2026,sierra-gold,8475,4.6,8:35,1:42
104103,1/28/2026,sierra-gold,8480,4.0,8:33,1:41
103930,1/27/2026,sierra-gold,8431,2.8,8:34,1:27
103926,1/27/2026,sierra-gold,8432,0.6,8:35,0:18
103929,1/27/2026,sierra-gold,8433,1.7,8:35,0:42
103928,1/27/2026,sierra-gold,8475,3.0,8:34,1:19
103931,1/27/2026,sierra-gold,8480,2.6,8:34,1:19
103737,1/26/2026,sierra-gold,8431,2.2,7:08,1:08
103735,1/26/2026,sierra-gold,8432,4.8,8:12,2:04
103736,1/26/2026,sierra-gold,8433,4.2,8:36,1:49
103733,1/26/2026,sierra-gold,8475,3.5,8:36,1:28
103739,1/26/2026,sierra-gold,8480,2.4,8:36,1:10
103589,1/23/2026,sierra-gold,8431,3.4,7:33,1:39
103587,1/23/2026,sierra-gold,8432,6.0,7:59,2:37
103588,1/23/2026,sierra-gold,8433,6.5,8:23,2:51
103586,1/23/2026,sierra-gold,8475,4.6,8:32,1:47
103590,1/23/2026,sierra-gold,8480,4.1,8:32,1:44
103495,1/22/2026,sierra-gold,8431,2.5,8:34,1:17
103492,1/22/2026,sierra-gold,8432,3.6,8:14,1:35
103494,1/22/2026,sierra-gold,8433,2.7,8:04,1:14
103491,1/22/2026,sierra-gold,8475,3.1,8:34,1:19
103497,1/22/2026,sierra-gold,8480,2.8,8:34,1:18
103385,1/21/2026,sierra-gold,8431,2.0,7:19,1:03
103382,1/21/2026,sierra-gold,8432,4.2,8:07,1:50
103383,1/21/2026,sierra-gold,8433,5.2,8:37,2:14
103380,1/21/2026,sierra-gold,8475,2.6,8:36,1:11
103391,1/21/2026,sierra-gold,8480,2.3,8:36,1:07
103276,1/20/2026,sierra-gold,8431,3.0,7:11,1:33
103274,1/20/2026,sierra-gold,8432,5.3,8:04,2:13
103275,1/20/2026,sierra-gold,8433,5.2,8:34,2:11
103273,1/20/2026,sierra-gold,8475,4.8,8:34,1:54
103278,1/20/2026,sierra-gold,8480,4.1,8:34,1:49
103174,1/19/2026,sierra-gold,8431,3.1,8:04,1:40
103172,1/19/2026,sierra-gold,8432,7.1,8:34,2:59
103173,1/19/2026,sierra-gold,8433,6.7,8:20,2:48
103171,1/19/2026,sierra-gold,8475,3.9,8:32,1:36
103176,1/19/2026,sierra-gold,8480,3.7,8:33,1:41
103070,1/16/2026,sierra-gold,8431,3.3,8:21,1:33
103063,1/16/2026,sierra-gold,8432,6.5,8:20,2:42
103072,1/16/2026,sierra-gold,8433,6.0,8:06,2:31
103074,1/16/2026,sierra-gold,8475,4.1,8:30,1:34
103069,1/16/2026,sierra-gold,8480,3.3,8:29,1:24
102929,1/15/2026,sierra-gold,8431,0.9,2:05,0:25
102900,1/15/2026,sierra-gold,8432,2.1,2:05,0:52
102939,1/15/2026,sierra-gold,8433,7.3,8:50,3:03
102947,1/15/2026,sierra-gold,8475,1.2,2:06,0:29
102920,1/15/2026,sierra-gold,8480,1.2,2:05,0:30
102851,1/14/2026,sierra-gold,8431,4.1,8:29,1:55
102849,1/14/2026,sierra-gold,8432,6.7,8:34,2:47
102850,1/14/2026,sierra-gold,8433,5.5,8:25,2:21
102848,1/14/2026,sierra-gold,8475,5.4,8:34,2:08
102853,1/14/2026,sierra-gold,8480,3.9,8:33,1:40
102753,1/13/2026,sierra-gold,8431,3.0,8:28,1:24
102752,1/13/2026,sierra-gold,8475,4.2,8:33,1:32
102755,1/13/2026,sierra-gold,8480,3.5,8:31,1:26
102658,1/12/2026,sierra-gold,8431,3.5,8:30,1:35
102656,1/12/2026,sierra-gold,8475,4.0,8:33,1:27
102657,1/12/2026,sierra-gold,8480,3.5,8:33,1:15
102488,1/9/2026,sierra-gold,8431,3.2,8:28,1:37
102491,1/9/2026,sierra-gold,8475,3.9,8:35,1:31
102490,1/9/2026,sierra-gold,8480,3.7,8:25,1:24
102390,1/8/2026,sierra-gold,8431,3.4,8:35,1:42
102400,1/8/2026,sierra-gold,8432,0.6,0:48,0:15
102384,1/8/2026,sierra-gold,8475,4.0,8:35,1:39
102389,1/8/2026,sierra-gold,8480,3.4,8:36,1:26
102295,1/7/2026,sierra-gold,8431,2.1,8:34,1:04
102294,1/7/2026,sierra-gold,8475,2.4,8:34,1:03
102296,1/7/2026,sierra-gold,8480,2.4,8:34,1:04
102190,1/6/2026,sierra-gold,8431,5.4,8:34,2:30
102193,1/6/2026,sierra-gold,8432,6.0,8:33,3:00
102189,1/6/2026,sierra-gold,8475,7.8,8:36,2:49
102191,1/6/2026,sierra-gold,8480,5.9,8:37,2:21
102108,1/5/2026,sierra-gold,8431,1.7,4:50,0:45
102107,1/5/2026,sierra-gold,8475,2.6,5:25,0:53
102106,1/5/2026,sierra-gold,8480,1.7,5:26,0:37
101957,1/2/2026,sierra-gold,8431,1.5,7:20,0:34
101960,1/2/2026,sierra-gold,8432,1.2,5:53,0:37
101959,1/2/2026,sierra-gold,8475,2.3,5:59,0:52
101961,1/2/2026,sierra-gold,8480,2.0,5:54,0:49
101877,12/31/2025,sierra-gold,8431,1.2,3:45,0:34
101878,12/31/2025,sierra-gold,8475,1.4,3:45,0:31
101876,12/31/2025,sierra-gold,8480,0.9,3:44,0:22
101816,12/30/2025,sierra-gold,8431,2.0,8:18,0:59
101815,12/30/2025,sierra-gold,8475,2.5,8:22,1:00
101817,12/30/2025,sierra-gold,8480,2.1,8:15,0:55
101745,12/29/2025,sierra-gold,8431,1.4,5:10,0:42
101744,12/29/2025,sierra-gold,8475,1.6,5:24,0:42
101746,12/29/2025,sierra-gold,8480,1.1,5:04,0:31
101598,12/26/2025,sierra-gold,8431,1.7,4:05,0:49
101609,12/26/2025,sierra-gold,8433,0.0,0:02,0:00
101595,12/26/2025,sierra-gold,8475,1.1,4:17,0:28
101597,12/26/2025,sierra-gold,8480,1.2,4:17,0:33
101439,12/23/2025,sierra-gold,8475,1.1,5:34,0:30
101441,12/23/2025,sierra-gold,8480,0.9,5:34,0:26
101382,12/22/2025,sierra-gold,8475,1.1,4:19,0:29
101385,12/22/2025,sierra-gold,8480,1.2,4:19,0:34
101199,12/19/2025,sierra-gold,8431,0.1,1:35,0:02
101200,12/19/2025,sierra-gold,8432,0.1,1:34,0:02
101201,12/19/2025,sierra-gold,8433,0.1,1:34,0:04
101165,12/19/2025,sierra-gold,8475,1.5,8:04,0:43
101167,12/19/2025,sierra-gold,8480,1.5,8:03,0:43
101043,12/18/2025,sierra-gold,8431,4.7,8:39,2:01
101040,12/18/2025,sierra-gold,8432,4.5,8:40,1:55
101044,12/18/2025,sierra-gold,8433,3.4,8:39,1:36
101049,12/18/2025,sierra-gold,8475,3.3,8:34,1:16
101051,12/18/2025,sierra-gold,8480,3.2,8:34,1:24
100914,12/17/2025,sierra-gold,8431,4.4,8:53,1:58
100909,12/17/2025,sierra-gold,8432,5.0,8:27,2:06
100917,12/17/2025,sierra-gold,8433,5.7,8:45,2:25
100925,12/17/2025,sierra-gold,8475,5.2,7:58,1:49
100924,12/17/2025,sierra-gold,8480,4.6,8:29,2:04
100772,12/16/2025,sierra-gold,8431,5.4,8:33,2:19
100769,12/16/2025,sierra-gold,8432,8.0,8:33,3:18
100773,12/16/2025,sierra-gold,8433,4.2,8:33,1:48
100774,12/16/2025,sierra-gold,8475,4.8,8:32,1:48
100776,12/16/2025,sierra-gold,8480,4.6,8:32,1:51
100651,12/15/2025,sierra-gold,8431,3.2,8:58,1:27
100644,12/15/2025,sierra-gold,8432,4.8,8:58,2:09
100650,12/15/2025,sierra-gold,8433,3.1,8:55,1:29
100661,12/15/2025,sierra-gold,8475,2.9,6:44,1:07
100663,12/15/2025,sierra-gold,8480,2.5,6:46,1:01
100549,12/13/2025,sierra-gold,8431,3.3,6:31,1:24
100547,12/13/2025,sierra-gold,8432,2.8,6:30,1:11
100548,12/13/2025,sierra-gold,8433,4.8,6:31,2:00
100453,12/12/2025,sierra-gold,8431,2.1,8:22,1:07
100447,12/12/2025,sierra-gold,8432,2.2,8:23,0:59
100456,12/12/2025,sierra-gold,8433,1.8,8:23,0:55
100464,12/12/2025,sierra-gold,8475,7.0,8:28,2:28
100466,12/12/2025,sierra-gold,8480,6.0,8:15,2:07
100339,12/11/2025,sierra-gold,8431,2.3,7:54,1:13
100335,12/11/2025,sierra-gold,8432,2.8,7:51,1:24
100341,12/11/2025,sierra-gold,8433,3.1,7:55,1:26
100342,12/11/2025,sierra-gold,8475,6.4,8:14,1:53
100343,12/11/2025,sierra-gold,8480,5.5,8:25,1:51
100213,12/10/2025,sierra-gold,8431,2.6,8:59,1:32
100210,12/10/2025,sierra-gold,8432,5.8,8:59,2:39
100215,12/10/2025,sierra-gold,8433,3.5,8:59,1:34
100217,12/10/2025,sierra-gold,8475,6.8,8:13,1:56
100222,12/10/2025,sierra-gold,8480,6.9,8:17,1:55
100121,12/9/2025,sierra-gold,8431,1.0,6:51,0:46
100119,12/9/2025,sierra-gold,8432,2.3,6:50,1:10
100120,12/9/2025,sierra-gold,8433,1.4,6:51,0:41
100109,12/9/2025,sierra-gold,8475,5.4,8:21,1:31
100108,12/9/2025,sierra-gold,8480,5.2,8:35,1:35
99987,12/8/2025,sierra-gold,8431,1.6,7:25,0:44
99986,12/8/2025,sierra-gold,8432,2.7,7:28,1:15
99989,12/8/2025,sierra-gold,8433,3.9,7:27,1:45
99982,12/8/2025,sierra-gold,8475,3.9,8:39,1:28
99984,12/8/2025,sierra-gold,8480,2.9,8:21,1:07
99676,12/5/2025,sierra-gold,8431,1.7,7:49,0:48
99672,12/5/2025,sierra-gold,8432,3.7,7:49,1:37
99677,12/5/2025,sierra-gold,8433,2.5,7:47,1:09
99827,12/5/2025,sierra-gold,8475,6.8,8:30,2:23
99821,12/5/2025,sierra-gold,8480,6.2,8:32,2:14
99571,12/4/2025,sierra-gold,8431,2.7,8:09,1:16
99538,12/4/2025,sierra-gold,8432,3.9,8:09,1:46
99582,12/4/2025,sierra-gold,8433,2.9,8:09,1:20
99589,12/4/2025,sierra-gold,8475,6.2,8:30,2:14
99556,12/4/2025,sierra-gold,8480,5.6,8:30,2:03
99738,12/3/2025,sierra-gold,8431,1.5,8:08,0:47
99731,12/3/2025,sierra-gold,8432,3.4,8:05,1:36
99739,12/3/2025,sierra-gold,8433,1.9,8:05,0:58
99740,12/3/2025,sierra-gold,8475,6.7,8:34,2:26
99744,12/3/2025,sierra-gold,8480,5.7,8:34,2:06
99454,12/2/2025,sierra-gold,8431,3.0,8:51,1:24
99450,12/2/2025,sierra-gold,8432,3.6,8:53,1:43
99455,12/2/2025,sierra-gold,8433,1.9,8:52,1:00
99456,12/2/2025,sierra-gold,8475,2.1,7:49,0:45
99458,12/2/2025,sierra-gold,8480,1.8,7:48,0:40
99322,12/1/2025,sierra-gold,8431,1.6,8:25,0:49
99315,12/1/2025,sierra-gold,8432,3.6,8:25,1:49
99324,12/1/2025,sierra-gold,8433,1.8,8:23,0:58
99332,12/1/2025,sierra-gold,8475,5.1,8:13,1:47
99334,12/1/2025,sierra-gold,8480,4.4,8:12,1:36
99067,11/27/2025,sierra-gold,8431,2.6,7:23,1:12
99065,11/27/2025,sierra-gold,8432,1.5,7:21,0:45
99066,11/27/2025,sierra-gold,8433,2.4,7:22,1:13
99062,11/27/2025,sierra-gold,8472,0.7,1:05,0:15
99061,11/27/2025,sierra-gold,8475,6.7,8:33,2:24
99063,11/27/2025,sierra-gold,8480,5.4,8:31,2:07
98962,11/26/2025,sierra-gold,8431,2.7,7:30,1:08
98960,11/26/2025,sierra-gold,8432,2.0,6:21,0:51
98961,11/26/2025,sierra-gold,8433,2.2,6:20,0:58
98953,11/26/2025,sierra-gold,8472,6.9,8:36,2:32
98919,11/26/2025,sierra-gold,8475,7.5,15:55,2:37
98956,11/26/2025,sierra-gold,8480,6.4,8:36,2:20
98853,11/25/2025,sierra-gold,8431,2.2,7:13,1:00
98851,11/25/2025,sierra-gold,8432,1.2,7:12,0:35
98852,11/25/2025,sierra-gold,8433,1.1,7:14,0:33
98844,11/25/2025,sierra-gold,8472,6.6,8:35,2:26
98846,11/25/2025,sierra-gold,8475,8.4,16:35,2:59
98849,11/25/2025,sierra-gold,8480,6.8,8:34,2:28
98718,11/24/2025,sierra-gold,8431,1.4,7:15,0:40
98715,11/24/2025,sierra-gold,8432,1.9,7:17,0:57
98717,11/24/2025,sierra-gold,8433,0.8,7:16,0:32
98712,11/24/2025,sierra-gold,8472,7.4,8:33,2:47
98711,11/24/2025,sierra-gold,8475,8.9,8:33,3:04
98713,11/24/2025,sierra-gold,8480,7.2,8:33,2:40
98594,11/22/2025,sierra-gold,8472,7.9,8:38,2:52
98593,11/22/2025,sierra-gold,8475,9.2,8:32,3:17
98595,11/22/2025,sierra-gold,8480,8.4,8:39,2:59
98521,11/21/2025,sierra-gold,8472,7.2,8:27,2:42
98520,11/21/2025,sierra-gold,8475,8.6,8:40,3:11
98525,11/21/2025,sierra-gold,8480,7.3,8:38,2:47
98419,11/20/2025,sierra-gold,8472,0.1,0:13,0:01
98294,11/19/2025,sierra-gold,8472,7.1,8:32,2:47
98292,11/19/2025,sierra-gold,8475,8.8,8:38,3:28
98298,11/19/2025,sierra-gold,8480,7.3,8:31,2:49
98179,11/18/2025,sierra-gold,8472,3.6,8:42,1:30
98178,11/18/2025,sierra-gold,8475,3.7,8:44,1:27
98183,11/18/2025,sierra-gold,8480,4.0,8:43,1:34
98046,11/17/2025,sierra-gold,8472,8.1,8:39,3:17
98044,11/17/2025,sierra-gold,8475,9.4,8:33,3:34
98050,11/17/2025,sierra-gold,8480,1.0,6:19,0:26
97879,11/14/2025,sierra-gold,8431,0.0,2:23,0:02
97877,11/14/2025,sierra-gold,8432,0.0,7:07,0:02
97878,11/14/2025,sierra-gold,8433,0.0,2:19,0:02
97863,11/14/2025,sierra-gold,8472,6.2,8:28,2:21
97862,11/14/2025,sierra-gold,8475,7.0,8:31,2:34
97867,11/14/2025,sierra-gold,8480,6.2,8:32,2:18
97750,11/13/2025,sierra-gold,8472,6.8,8:39,2:28
97748,11/13/2025,sierra-gold,8475,7.8,8:39,2:41
97755,11/13/2025,sierra-gold,8480,6.5,8:39,2:17
97621,11/12/2025,sierra-gold,8431,1.4,9:10,0:44
97619,11/12/2025,sierra-gold,8432,2.8,9:11,1:24
97622,11/12/2025,sierra-gold,8433,2.4,9:11,1:04
97628,11/12/2025,sierra-gold,8472,6.7,8:39,2:22
97627,11/12/2025,sierra-gold,8475,7.4,8:32,2:29
97633,11/12/2025,sierra-gold,8480,6.1,8:38,2:08
97446,11/11/2025,sierra-gold,8431,4.6,8:54,2:02
97443,11/11/2025,sierra-gold,8432,3.2,8:54,1:25
97447,11/11/2025,sierra-gold,8433,3.3,8:54,1:37
97465,11/11/2025,sierra-gold,8472,7.2,8:07,2:42
97464,11/11/2025,sierra-gold,8475,8.6,8:08,3:05
97466,11/11/2025,sierra-gold,8480,3.7,4:39,1:19
97277,11/10/2025,sierra-gold,8431,4.1,8:49,1:49
97276,11/10/2025,sierra-gold,8432,4.0,8:48,1:44
97278,11/10/2025,sierra-gold,8433,2.8,8:55,1:25
97285,11/10/2025,sierra-gold,8472,4.7,8:28,1:48
97283,11/10/2025,sierra-gold,8475,6.8,8:28,2:20
97291,11/10/2025,sierra-gold,8480,6.1,8:28,2:08
97136,11/8/2025,sierra-gold,8431,2.3,8:56,1:15
97134,11/8/2025,sierra-gold,8432,4.0,8:54,2:02
97135,11/8/2025,sierra-gold,8433,5.0,8:54,2:19
97051,11/7/2025,sierra-gold,8431,4.8,9:00,2:15
97048,11/7/2025,sierra-gold,8432,4.5,9:00,2:01
97053,11/7/2025,sierra-gold,8433,2.8,9:02,1:33
97058,11/7/2025,sierra-gold,8472,7.0,8:38,2:40
97057,11/7/2025,sierra-gold,8475,7.9,8:37,2:57
97059,11/7/2025,sierra-gold,8480,7.2,8:37,2:39
96902,11/6/2025,sierra-gold,8431,2.5,8:17,1:23
96896,11/6/2025,sierra-gold,8432,1.4,8:17,0:43
96905,11/6/2025,sierra-gold,8433,2.1,8:17,1:12
96888,11/6/2025,sierra-gold,8472,7.3,8:40,2:38
96887,11/6/2025,sierra-gold,8475,8.5,8:41,3:07
96889,11/6/2025,sierra-gold,8480,4.8,8:37,1:53
96743,11/5/2025,sierra-gold,8431,3.7,8:23,1:44
96739,11/5/2025,sierra-gold,8432,3.7,8:19,1:48
96745,11/5/2025,sierra-gold,8433,4.4,8:22,2:06
96731,11/5/2025,sierra-gold,8472,4.9,8:31,1:59
96730,11/5/2025,sierra-gold,8475,5.0,8:31,1:51
96735,11/5/2025,sierra-gold,8480,3.6,7:46,1:26
96565,11/4/2025,sierra-gold,8431,4.7,8:23,2:05
96560,11/4/2025,sierra-gold,8432,4.6,8:23,2:04
96563,11/4/2025,sierra-gold,8433,4.1,8:30,2:05
96552,11/4/2025,sierra-gold,8472,9.3,8:41,3:09
96551,11/4/2025,sierra-gold,8475,9.9,8:42,3:15
96553,11/4/2025,sierra-gold,8480,8.6,8:40,2:59
96324,11/3/2025,sierra-gold,8431,0.4,12:13,0:11
96322,11/3/2025,sierra-gold,8432,0.0,8:14,0:02
96326,11/3/2025,sierra-gold,8433,0.0,8:15,0:00
96323,11/3/2025,sierra-gold,8472,2.9,11:55,1:08
96321,11/3/2025,sierra-gold,8475,4.7,12:13,1:40
96325,11/3/2025,sierra-gold,8480,3.8,12:06,1:24
96252,11/2/2025,sierra-gold,8431,0.0,24:55,0:00
96250,11/2/2025,sierra-gold,8432,0.0,24:55,0:00
96254,11/2/2025,sierra-gold,8433,0.0,24:55,0:00
96251,11/2/2025,sierra-gold,8472,0.0,24:55,0:00
96249,11/2/2025,sierra-gold,8475,0.0,24:55,0:00
96253,11/2/2025,sierra-gold,8480,0.0,24:55,0:00
96226,11/1/2025,sierra-gold,8431,0.0,22:55,0:00
96224,11/1/2025,sierra-gold,8432,0.0,22:55,0:00
96228,11/1/2025,sierra-gold,8433,0.0,22:55,0:00
96225,11/1/2025,sierra-gold,8472,0.0,22:55,0:00
96223,11/1/2025,sierra-gold,8475,0.0,22:55,0:00
96227,11/1/2025,sierra-gold,8480,0.0,22:55,0:00
96190,10/31/2025,sierra-gold,8431,0.0,11:00,0:00
96192,10/31/2025,sierra-gold,8432,0.0,11:00,0:00
96196,10/31/2025,sierra-gold,8433,0.0,11:00,0:00
96195,10/31/2025,sierra-gold,8472,0.0,10:59,0:00
96193,10/31/2025,sierra-gold,8475,0.0,10:59,0:00
96194,10/31/2025,sierra-gold,8480,0.0,10:59,0:00
95978,10/30/2025,sierra-gold,8431,3.5,7:53,1:08
95975,10/30/2025,sierra-gold,8432,4.1,8:22,1:19
95979,10/30/2025,sierra-gold,8433,3.6,8:04,1:15
95968,10/30/2025,sierra-gold,8472,7.3,8:40,2:46
95965,10/30/2025,sierra-gold,8475,7.8,8:36,2:54
95966,10/30/2025,sierra-gold,8480,6.7,8:41,2:30
95800,10/29/2025,sierra-gold,8431,4.1,8:17,1:41
95798,10/29/2025,sierra-gold,8432,4.2,8:13,1:41
95802,10/29/2025,sierra-gold,8433,4.3,8:17,1:43
95797,10/29/2025,sierra-gold,8472,6.8,8:36,2:46
95792,10/29/2025,sierra-gold,8475,7.5,8:37,2:58
95796,10/29/2025,sierra-gold,8480,7.0,8:37,2:45
95626,10/28/2025,sierra-gold,8431,3.8,8:17,1:30
95621,10/28/2025,sierra-gold,8432,4.3,8:16,1:38
95631,10/28/2025,sierra-gold,8433,4.0,8:17,1:33
95617,10/28/2025,sierra-gold,8472,4.7,8:35,1:56
95614,10/28/2025,sierra-gold,8475,5.6,8:35,2:04
95616,10/28/2025,sierra-gold,8480,5.7,8:36,2:16
95483,10/27/2025,sierra-gold,8431,3.5,8:18,1:28
95480,10/27/2025,sierra-gold,8432,3.2,8:14,1:21
95484,10/27/2025,sierra-gold,8433,3.5,8:17,1:29
95473,10/27/2025,sierra-gold,8472,5.5,8:34,2:16
95472,10/27/2025,sierra-gold,8475,5.9,8:34,2:22
95475,10/27/2025,sierra-gold,8480,5.7,8:35,2:18
95292,10/24/2025,sierra-gold,8431,1.9,3:44,0:46
95288,10/24/2025,sierra-gold,8432,1.8,3:44,0:43
95301,10/24/2025,sierra-gold,8433,1.5,3:40,0:39
95276,10/24/2025,sierra-gold,8472,1.0,4:34,0:24
95275,10/24/2025,sierra-gold,8475,1.3,4:23,0:30
95277,10/24/2025,sierra-gold,8480,1.5,4:24,0:33
95125,10/23/2025,sierra-gold,8431,3.4,8:18,1:28
